"date","polling_firm","party","supp"
2022-11-18,"INSA","Linke",5
2022-11-18,"INSA","FW",NA
2022-11-18,"INSA","BSW",NA
2022-11-17,"Allensbach","SPD",20
2022-11-17,"Allensbach","Union",29.5
2022-11-17,"Allensbach","Green",20
2022-11-17,"Allensbach","FDP",7
2022-11-17,"Allensbach","AfD",14
2022-11-17,"Allensbach","Linke",4
2022-11-17,"Allensbach","FW",NA
2022-11-17,"Allensbach","BSW",NA
2022-11-15,"Kantar","SPD",20
2022-11-15,"Kantar","Union",27
2022-11-15,"Kantar","Green",19
2022-11-15,"Kantar","FDP",7
2022-11-15,"Kantar","AfD",13
2022-11-15,"Kantar","Linke",5
2022-11-15,"Kantar","FW",NA
2022-11-15,"Kantar","BSW",NA
2022-11-14,"INSA","SPD",20.5
2022-11-14,"INSA","Union",27.5
2022-11-14,"INSA","Green",17.5
2022-11-14,"INSA","FDP",7
2022-11-14,"INSA","AfD",15
2022-11-14,"INSA","Linke",4.5
2022-11-14,"INSA","FW",NA
2022-11-14,"INSA","BSW",NA
2022-11-14,"Forsa","SPD",19
2022-11-14,"Forsa","Union",28
2022-11-14,"Forsa","Green",20
2022-11-14,"Forsa","FDP",6
2022-11-14,"Forsa","AfD",14
2022-11-14,"Forsa","Linke",4
2022-11-14,"Forsa","FW",NA
2022-11-14,"Forsa","BSW",NA
2022-11-11,"INSA","SPD",21
2022-11-11,"INSA","Union",28
2022-11-11,"INSA","Green",18
2022-11-11,"INSA","FDP",7
2022-11-11,"INSA","AfD",15
2022-11-11,"INSA","Linke",4
2022-11-11,"INSA","FW",NA
2022-11-11,"INSA","BSW",NA
2022-11-10,"Forschungsgruppe Wahlen","SPD",19
2022-11-10,"Forschungsgruppe Wahlen","Union",28
2022-11-10,"Forschungsgruppe Wahlen","Green",22
2022-11-10,"Forschungsgruppe Wahlen","FDP",5
2022-11-10,"Forschungsgruppe Wahlen","AfD",15
2022-11-10,"Forschungsgruppe Wahlen","Linke",5
2022-11-10,"Forschungsgruppe Wahlen","FW",NA
2022-11-10,"Forschungsgruppe Wahlen","BSW",NA
2022-11-09,"Infratest dimap","SPD",18
2022-11-09,"Infratest dimap","Union",28
2022-11-09,"Infratest dimap","Green",19
2022-11-09,"Infratest dimap","FDP",7
2022-11-09,"Infratest dimap","AfD",14
2022-11-09,"Infratest dimap","Linke",4
2022-11-09,"Infratest dimap","FW",NA
2022-11-09,"Infratest dimap","BSW",NA
2022-11-09,"YouGov","SPD",18
2022-11-09,"YouGov","Union",29
2022-11-09,"YouGov","Green",20
2022-11-09,"YouGov","FDP",5
2022-11-09,"YouGov","AfD",16
2022-11-09,"YouGov","Linke",7
2022-11-09,"YouGov","FW",1
2022-11-09,"YouGov","BSW",NA
2022-11-08,"Wahlkreisprognose","SPD",24.5
2022-11-08,"Wahlkreisprognose","Union",25.5
2022-11-08,"Wahlkreisprognose","Green",16
2022-11-08,"Wahlkreisprognose","FDP",8.5
2022-11-08,"Wahlkreisprognose","AfD",14
2022-11-08,"Wahlkreisprognose","Linke",3.5
2022-11-08,"Wahlkreisprognose","FW",NA
2022-11-08,"Wahlkreisprognose","BSW",NA
2022-11-08,"Kantar","SPD",21
2022-11-08,"Kantar","Union",26
2022-11-08,"Kantar","Green",20
2022-11-08,"Kantar","FDP",7
2022-11-08,"Kantar","AfD",14
2022-11-08,"Kantar","Linke",5
2022-11-08,"Kantar","FW",NA
2022-11-08,"Kantar","BSW",NA
2022-11-07,"Ipsos","SPD",19
2022-11-07,"Ipsos","Union",27
2022-11-07,"Ipsos","Green",20
2022-11-07,"Ipsos","FDP",7
2022-11-07,"Ipsos","AfD",13
2022-11-07,"Ipsos","Linke",6
2022-11-07,"Ipsos","FW",NA
2022-11-07,"Ipsos","BSW",NA
2022-11-07,"INSA","SPD",21
2022-11-07,"INSA","Union",27
2022-11-07,"INSA","Green",17.5
2022-11-07,"INSA","FDP",8
2022-11-07,"INSA","AfD",14.5
2022-11-07,"INSA","Linke",4.5
2022-11-07,"INSA","FW",NA
2022-11-07,"INSA","BSW",NA
2022-11-07,"Forsa","SPD",19
2022-11-07,"Forsa","Union",28
2022-11-07,"Forsa","Green",19
2022-11-07,"Forsa","FDP",6
2022-11-07,"Forsa","AfD",14
2022-11-07,"Forsa","Linke",5
2022-11-07,"Forsa","FW",NA
2022-11-07,"Forsa","BSW",NA
2022-11-04,"INSA","SPD",21
2022-11-04,"INSA","Union",27
2022-11-04,"INSA","Green",17
2022-11-04,"INSA","FDP",8
2022-11-04,"INSA","AfD",15
2022-11-04,"INSA","Linke",5
2022-11-04,"INSA","FW",NA
2022-11-04,"INSA","BSW",NA
2022-11-02,"Infratest dimap","SPD",19
2022-11-02,"Infratest dimap","Union",28
2022-11-02,"Infratest dimap","Green",19
2022-11-02,"Infratest dimap","FDP",6
2022-11-02,"Infratest dimap","AfD",14
2022-11-02,"Infratest dimap","Linke",5
2022-11-02,"Infratest dimap","FW",NA
2022-11-02,"Infratest dimap","BSW",NA
2022-11-02,"Kantar","SPD",21
2022-11-02,"Kantar","Union",26
2022-11-02,"Kantar","Green",19
2022-11-02,"Kantar","FDP",8
2022-11-02,"Kantar","AfD",14
2022-11-02,"Kantar","Linke",5
2022-11-02,"Kantar","FW",NA
2022-11-02,"Kantar","BSW",NA
2022-10-31,"INSA","SPD",20.5
2022-10-31,"INSA","Union",26
2022-10-31,"INSA","Green",18
2022-10-31,"INSA","FDP",9
2022-10-31,"INSA","AfD",15
2022-10-31,"INSA","Linke",4.5
2022-10-31,"INSA","FW",NA
2022-10-31,"INSA","BSW",NA
2022-10-31,"Forsa","SPD",20
2022-10-31,"Forsa","Union",27
2022-10-31,"Forsa","Green",20
2022-10-31,"Forsa","FDP",6
2022-10-31,"Forsa","AfD",14
2022-10-31,"Forsa","Linke",4
2022-10-31,"Forsa","FW",NA
2022-10-31,"Forsa","BSW",NA
2022-10-28,"INSA","SPD",20
2022-10-28,"INSA","Union",26
2022-10-28,"INSA","Green",18
2022-10-28,"INSA","FDP",9
2022-10-28,"INSA","AfD",15
2022-10-28,"INSA","Linke",5
2022-10-28,"INSA","FW",NA
2022-10-28,"INSA","BSW",NA
2022-10-25,"Kantar","SPD",21
2022-10-25,"Kantar","Union",25
2022-10-25,"Kantar","Green",20
2022-10-25,"Kantar","FDP",7
2022-10-25,"Kantar","AfD",15
2022-10-25,"Kantar","Linke",5
2022-10-25,"Kantar","FW",NA
2022-10-25,"Kantar","BSW",NA
2022-10-25,"GMS","SPD",18
2022-10-25,"GMS","Union",28
2022-10-25,"GMS","Green",20
2022-10-25,"GMS","FDP",6
2022-10-25,"GMS","AfD",15
2022-10-25,"GMS","Linke",4
2022-10-25,"GMS","FW",NA
2022-10-25,"GMS","BSW",NA
2022-10-24,"INSA","SPD",20.5
2022-10-24,"INSA","Union",26.5
2022-10-24,"INSA","Green",17.5
2022-10-24,"INSA","FDP",8.5
2022-10-24,"INSA","AfD",15
2022-10-24,"INSA","Linke",4.5
2022-10-24,"INSA","FW",NA
2022-10-24,"INSA","BSW",NA
2022-10-24,"Forsa","SPD",19
2022-10-24,"Forsa","Union",28
2022-10-24,"Forsa","Green",20
2022-10-24,"Forsa","FDP",6
2022-10-24,"Forsa","AfD",14
2022-10-24,"Forsa","Linke",4
2022-10-24,"Forsa","FW",NA
2022-10-24,"Forsa","BSW",NA
2022-10-21,"Wahlkreisprognose","SPD",22
2022-10-21,"Wahlkreisprognose","Union",25
2022-10-21,"Wahlkreisprognose","Green",17.5
2022-10-21,"Wahlkreisprognose","FDP",8
2022-10-21,"Wahlkreisprognose","AfD",16
2022-10-21,"Wahlkreisprognose","Linke",3.5
2022-10-21,"Wahlkreisprognose","FW",NA
2022-10-21,"Wahlkreisprognose","BSW",NA
2022-10-21,"INSA","SPD",20
2022-10-21,"INSA","Union",27
2022-10-21,"INSA","Green",18
2022-10-21,"INSA","FDP",8
2022-10-21,"INSA","AfD",15
2022-10-21,"INSA","Linke",5
2022-10-21,"INSA","FW",NA
2022-10-21,"INSA","BSW",NA
2022-10-20,"Forschungsgruppe Wahlen","SPD",19
2022-10-20,"Forschungsgruppe Wahlen","Union",28
2022-10-20,"Forschungsgruppe Wahlen","Green",21
2022-10-20,"Forschungsgruppe Wahlen","FDP",6
2022-10-20,"Forschungsgruppe Wahlen","AfD",15
2022-10-20,"Forschungsgruppe Wahlen","Linke",5
2022-10-20,"Forschungsgruppe Wahlen","FW",NA
2022-10-20,"Forschungsgruppe Wahlen","BSW",NA
2022-10-18,"Kantar","SPD",22
2022-10-18,"Kantar","Union",23
2022-10-18,"Kantar","Green",20
2022-10-18,"Kantar","FDP",7
2022-10-18,"Kantar","AfD",16
2022-10-18,"Kantar","Linke",4
2022-10-18,"Kantar","FW",NA
2022-10-18,"Kantar","BSW",NA
2022-10-17,"INSA","SPD",19.5
2022-10-17,"INSA","Union",27.5
2022-10-17,"INSA","Green",18.5
2022-10-17,"INSA","FDP",7.5
2022-10-17,"INSA","AfD",15.5
2022-10-17,"INSA","Linke",4.5
2022-10-17,"INSA","FW",NA
2022-10-17,"INSA","BSW",NA
2022-10-17,"Forsa","SPD",20
2022-10-17,"Forsa","Union",27
2022-10-17,"Forsa","Green",20
2022-10-17,"Forsa","FDP",6
2022-10-17,"Forsa","AfD",14
2022-10-17,"Forsa","Linke",4
2022-10-17,"Forsa","FW",NA
2022-10-17,"Forsa","BSW",NA
2022-10-14,"INSA","SPD",19
2022-10-14,"INSA","Union",28
2022-10-14,"INSA","Green",18
2022-10-14,"INSA","FDP",8
2022-10-14,"INSA","AfD",15
2022-10-14,"INSA","Linke",5
2022-10-14,"INSA","FW",NA
2022-10-14,"INSA","BSW",NA
2022-10-13,"Allensbach","SPD",19
2022-10-13,"Allensbach","Union",30.5
2022-10-13,"Allensbach","Green",19
2022-10-13,"Allensbach","FDP",7
2022-10-13,"Allensbach","AfD",14
2022-10-13,"Allensbach","Linke",5
2022-10-13,"Allensbach","FW",NA
2022-10-13,"Allensbach","BSW",NA
2022-10-12,"Infratest dimap","SPD",19
2022-10-12,"Infratest dimap","Union",26
2022-10-12,"Infratest dimap","Green",20
2022-10-12,"Infratest dimap","FDP",6
2022-10-12,"Infratest dimap","AfD",15
2022-10-12,"Infratest dimap","Linke",5
2022-10-12,"Infratest dimap","FW",NA
2022-10-12,"Infratest dimap","BSW",NA
2022-10-12,"YouGov","SPD",16
2022-10-12,"YouGov","Union",29
2022-10-12,"YouGov","Green",19
2022-10-12,"YouGov","FDP",6
2022-10-12,"YouGov","AfD",15
2022-10-12,"YouGov","Linke",6
2022-10-12,"YouGov","FW",2
2022-10-12,"YouGov","BSW",NA
2022-10-11,"Kantar","SPD",20
2022-10-11,"Kantar","Union",25
2022-10-11,"Kantar","Green",21
2022-10-11,"Kantar","FDP",6
2022-10-11,"Kantar","AfD",15
2022-10-11,"Kantar","Linke",5
2022-10-11,"Kantar","FW",NA
2022-10-11,"Kantar","BSW",NA
2022-10-10,"Forsa","SPD",18
2022-10-10,"Forsa","Union",28
2022-10-10,"Forsa","Green",20
2022-10-10,"Forsa","FDP",6
2022-10-10,"Forsa","AfD",14
2022-10-10,"Forsa","Linke",5
2022-10-10,"Forsa","FW",NA
2022-10-10,"Forsa","BSW",NA
2022-10-10,"INSA","SPD",19.5
2022-10-10,"INSA","Union",27.5
2022-10-10,"INSA","Green",19
2022-10-10,"INSA","FDP",7.5
2022-10-10,"INSA","AfD",15
2022-10-10,"INSA","Linke",5
2022-10-10,"INSA","FW",NA
2022-10-10,"INSA","BSW",NA
2022-10-09,"Ipsos","SPD",18
2022-10-09,"Ipsos","Union",27
2022-10-09,"Ipsos","Green",21
2022-10-09,"Ipsos","FDP",7
2022-10-09,"Ipsos","AfD",13
2022-10-09,"Ipsos","Linke",6
2022-10-09,"Ipsos","FW",NA
2022-10-09,"Ipsos","BSW",NA
2022-10-07,"INSA","SPD",19
2022-10-07,"INSA","Union",27
2022-10-07,"INSA","Green",19
2022-10-07,"INSA","FDP",8
2022-10-07,"INSA","AfD",15
2022-10-07,"INSA","Linke",5
2022-10-07,"INSA","FW",NA
2022-10-07,"INSA","BSW",NA
2022-10-06,"Wahlkreisprognose","SPD",21
2022-10-06,"Wahlkreisprognose","Union",25
2022-10-06,"Wahlkreisprognose","Green",16
2022-10-06,"Wahlkreisprognose","FDP",9
2022-10-06,"Wahlkreisprognose","AfD",16
2022-10-06,"Wahlkreisprognose","Linke",4.5
2022-10-06,"Wahlkreisprognose","FW",NA
2022-10-06,"Wahlkreisprognose","BSW",NA
2022-10-05,"Infratest dimap","SPD",17
2022-10-05,"Infratest dimap","Union",28
2022-10-05,"Infratest dimap","Green",19
2022-10-05,"Infratest dimap","FDP",7
2022-10-05,"Infratest dimap","AfD",15
2022-10-05,"Infratest dimap","Linke",5
2022-10-05,"Infratest dimap","FW",NA
2022-10-05,"Infratest dimap","BSW",NA
2022-10-04,"Kantar","SPD",18
2022-10-04,"Kantar","Union",27
2022-10-04,"Kantar","Green",20
2022-10-04,"Kantar","FDP",8
2022-10-04,"Kantar","AfD",14
2022-10-04,"Kantar","Linke",6
2022-10-04,"Kantar","FW",NA
2022-10-04,"Kantar","BSW",NA
2022-10-03,"INSA","SPD",19
2022-10-03,"INSA","Union",27.5
2022-10-03,"INSA","Green",18.5
2022-10-03,"INSA","FDP",8
2022-10-03,"INSA","AfD",15
2022-10-03,"INSA","Linke",5.5
2022-10-03,"INSA","FW",NA
2022-10-03,"INSA","BSW",NA
2022-09-30,"Forsa","SPD",18
2022-09-30,"Forsa","Union",28
2022-09-30,"Forsa","Green",20
2022-09-30,"Forsa","FDP",6
2022-09-30,"Forsa","AfD",14
2022-09-30,"Forsa","Linke",5
2022-09-30,"Forsa","FW",NA
2022-09-30,"Forsa","BSW",NA
2022-09-30,"INSA","SPD",19
2022-09-30,"INSA","Union",28
2022-09-30,"INSA","Green",18
2022-09-30,"INSA","FDP",8
2022-09-30,"INSA","AfD",15
2022-09-30,"INSA","Linke",6
2022-09-30,"INSA","FW",NA
2022-09-30,"INSA","BSW",NA
2022-09-29,"Forschungsgruppe Wahlen","SPD",18
2022-09-29,"Forschungsgruppe Wahlen","Union",27
2022-09-29,"Forschungsgruppe Wahlen","Green",22
2022-09-29,"Forschungsgruppe Wahlen","FDP",7
2022-09-29,"Forschungsgruppe Wahlen","AfD",14
2022-09-29,"Forschungsgruppe Wahlen","Linke",5
2022-09-29,"Forschungsgruppe Wahlen","FW",NA
2022-09-29,"Forschungsgruppe Wahlen","BSW",NA
2022-09-27,"Kantar","SPD",19
2022-09-27,"Kantar","Union",27
2022-09-27,"Kantar","Green",21
2022-09-27,"Kantar","FDP",8
2022-09-27,"Kantar","AfD",13
2022-09-27,"Kantar","Linke",5
2022-09-27,"Kantar","FW",NA
2022-09-27,"Kantar","BSW",NA
2022-09-26,"INSA","SPD",18
2022-09-26,"INSA","Union",27.5
2022-09-26,"INSA","Green",19.5
2022-09-26,"INSA","FDP",8
2022-09-26,"INSA","AfD",15
2022-09-26,"INSA","Linke",5.5
2022-09-26,"INSA","FW",NA
2022-09-26,"INSA","BSW",NA
2022-09-26,"Forsa","SPD",18
2022-09-26,"Forsa","Union",28
2022-09-26,"Forsa","Green",20
2022-09-26,"Forsa","FDP",7
2022-09-26,"Forsa","AfD",13
2022-09-26,"Forsa","Linke",5
2022-09-26,"Forsa","FW",NA
2022-09-26,"Forsa","BSW",NA
2022-09-23,"INSA","SPD",19
2022-09-23,"INSA","Union",28
2022-09-23,"INSA","Green",19
2022-09-23,"INSA","FDP",8
2022-09-23,"INSA","AfD",14
2022-09-23,"INSA","Linke",5
2022-09-23,"INSA","FW",NA
2022-09-23,"INSA","BSW",NA
2022-09-22,"Wahlkreisprognose","SPD",22
2022-09-22,"Wahlkreisprognose","Union",26
2022-09-22,"Wahlkreisprognose","Green",18
2022-09-22,"Wahlkreisprognose","FDP",8
2022-09-22,"Wahlkreisprognose","AfD",13.5
2022-09-22,"Wahlkreisprognose","Linke",4
2022-09-22,"Wahlkreisprognose","FW",NA
2022-09-22,"Wahlkreisprognose","BSW",NA
2022-09-20,"Kantar","SPD",19
2022-09-20,"Kantar","Union",27
2022-09-20,"Kantar","Green",20
2022-09-20,"Kantar","FDP",7
2022-09-20,"Kantar","AfD",14
2022-09-20,"Kantar","Linke",5
2022-09-20,"Kantar","FW",NA
2022-09-20,"Kantar","BSW",NA
2022-09-20,"GMS","SPD",18
2022-09-20,"GMS","Union",28
2022-09-20,"GMS","Green",21
2022-09-20,"GMS","FDP",7
2022-09-20,"GMS","AfD",13
2022-09-20,"GMS","Linke",4
2022-09-20,"GMS","FW",NA
2022-09-20,"GMS","BSW",NA
2022-09-19,"INSA","SPD",18.5
2022-09-19,"INSA","Union",28.5
2022-09-19,"INSA","Green",19
2022-09-19,"INSA","FDP",7.5
2022-09-19,"INSA","AfD",14
2022-09-19,"INSA","Linke",5.5
2022-09-19,"INSA","FW",NA
2022-09-19,"INSA","BSW",NA
2022-09-19,"Forsa","SPD",19
2022-09-19,"Forsa","Union",28
2022-09-19,"Forsa","Green",19
2022-09-19,"Forsa","FDP",7
2022-09-19,"Forsa","AfD",13
2022-09-19,"Forsa","Linke",5
2022-09-19,"Forsa","FW",NA
2022-09-19,"Forsa","BSW",NA
2022-09-16,"INSA","SPD",19
2022-09-16,"INSA","Union",28
2022-09-16,"INSA","Green",19
2022-09-16,"INSA","FDP",7
2022-09-16,"INSA","AfD",13
2022-09-16,"INSA","Linke",6
2022-09-16,"INSA","FW",NA
2022-09-16,"INSA","BSW",NA
2022-09-14,"Infratest dimap","SPD",17
2022-09-14,"Infratest dimap","Union",28
2022-09-14,"Infratest dimap","Green",21
2022-09-14,"Infratest dimap","FDP",7
2022-09-14,"Infratest dimap","AfD",14
2022-09-14,"Infratest dimap","Linke",5
2022-09-14,"Infratest dimap","FW",NA
2022-09-14,"Infratest dimap","BSW",NA
2022-09-14,"Allensbach","SPD",20
2022-09-14,"Allensbach","Union",30
2022-09-14,"Allensbach","Green",19
2022-09-14,"Allensbach","FDP",7
2022-09-14,"Allensbach","AfD",13
2022-09-14,"Allensbach","Linke",5.5
2022-09-14,"Allensbach","FW",NA
2022-09-14,"Allensbach","BSW",NA
2022-09-13,"YouGov","SPD",16
2022-09-13,"YouGov","Union",29
2022-09-13,"YouGov","Green",19
2022-09-13,"YouGov","FDP",6
2022-09-13,"YouGov","AfD",14
2022-09-13,"YouGov","Linke",7
2022-09-13,"YouGov","FW",1
2022-09-13,"YouGov","BSW",NA
2022-09-13,"Kantar","SPD",20
2022-09-13,"Kantar","Union",26
2022-09-13,"Kantar","Green",21
2022-09-13,"Kantar","FDP",7
2022-09-13,"Kantar","AfD",13
2022-09-13,"Kantar","Linke",5
2022-09-13,"Kantar","FW",NA
2022-09-13,"Kantar","BSW",NA
2022-09-13,"Forsa","SPD",19
2022-09-13,"Forsa","Union",28
2022-09-13,"Forsa","Green",20
2022-09-13,"Forsa","FDP",6
2022-09-13,"Forsa","AfD",13
2022-09-13,"Forsa","Linke",5
2022-09-13,"Forsa","FW",NA
2022-09-13,"Forsa","BSW",NA
2022-09-12,"INSA","SPD",18
2022-09-12,"INSA","Union",28
2022-09-12,"INSA","Green",20
2022-09-12,"INSA","FDP",8
2022-09-12,"INSA","AfD",13.5
2022-09-12,"INSA","Linke",5.5
2022-09-12,"INSA","FW",NA
2022-09-12,"INSA","BSW",NA
2022-09-11,"Wahlkreisprognose","SPD",20
2022-09-11,"Wahlkreisprognose","Union",25.5
2022-09-11,"Wahlkreisprognose","Green",19
2022-09-11,"Wahlkreisprognose","FDP",7
2022-09-11,"Wahlkreisprognose","AfD",14
2022-09-11,"Wahlkreisprognose","Linke",5.5
2022-09-11,"Wahlkreisprognose","FW",NA
2022-09-11,"Wahlkreisprognose","BSW",NA
2022-09-09,"INSA","SPD",19
2022-09-09,"INSA","Union",27
2022-09-09,"INSA","Green",20
2022-09-09,"INSA","FDP",8
2022-09-09,"INSA","AfD",13
2022-09-09,"INSA","Linke",5
2022-09-09,"INSA","FW",NA
2022-09-09,"INSA","BSW",NA
2022-09-08,"Forschungsgruppe Wahlen","SPD",19
2022-09-08,"Forschungsgruppe Wahlen","Union",28
2022-09-08,"Forschungsgruppe Wahlen","Green",23
2022-09-08,"Forschungsgruppe Wahlen","FDP",6
2022-09-08,"Forschungsgruppe Wahlen","AfD",13
2022-09-08,"Forschungsgruppe Wahlen","Linke",5
2022-09-08,"Forschungsgruppe Wahlen","FW",NA
2022-09-08,"Forschungsgruppe Wahlen","BSW",NA
2022-09-06,"Kantar","SPD",20
2022-09-06,"Kantar","Union",25
2022-09-06,"Kantar","Green",21
2022-09-06,"Kantar","FDP",8
2022-09-06,"Kantar","AfD",12
2022-09-06,"Kantar","Linke",5
2022-09-06,"Kantar","FW",NA
2022-09-06,"Kantar","BSW",NA
2022-09-05,"INSA","SPD",18
2022-09-05,"INSA","Union",28
2022-09-05,"INSA","Green",20.5
2022-09-05,"INSA","FDP",7.5
2022-09-05,"INSA","AfD",13.5
2022-09-05,"INSA","Linke",5.5
2022-09-05,"INSA","FW",NA
2022-09-05,"INSA","BSW",NA
2022-09-05,"Forsa","SPD",18
2022-09-05,"Forsa","Union",26
2022-09-05,"Forsa","Green",24
2022-09-05,"Forsa","FDP",7
2022-09-05,"Forsa","AfD",11
2022-09-05,"Forsa","Linke",5
2022-09-05,"Forsa","FW",NA
2022-09-05,"Forsa","BSW",NA
2022-09-04,"Ipsos","SPD",19
2022-09-04,"Ipsos","Union",26
2022-09-04,"Ipsos","Green",21
2022-09-04,"Ipsos","FDP",8
2022-09-04,"Ipsos","AfD",12
2022-09-04,"Ipsos","Linke",6
2022-09-04,"Ipsos","FW",NA
2022-09-04,"Ipsos","BSW",NA
2022-09-02,"INSA","SPD",19
2022-09-02,"INSA","Union",28
2022-09-02,"INSA","Green",20
2022-09-02,"INSA","FDP",8
2022-09-02,"INSA","AfD",13
2022-09-02,"INSA","Linke",5
2022-09-02,"INSA","FW",NA
2022-09-02,"INSA","BSW",NA
2022-08-31,"Infratest dimap","SPD",17
2022-08-31,"Infratest dimap","Union",27
2022-08-31,"Infratest dimap","Green",22
2022-08-31,"Infratest dimap","FDP",8
2022-08-31,"Infratest dimap","AfD",13
2022-08-31,"Infratest dimap","Linke",5
2022-08-31,"Infratest dimap","FW",NA
2022-08-31,"Infratest dimap","BSW",NA
2022-08-30,"Kantar","SPD",21
2022-08-30,"Kantar","Union",24
2022-08-30,"Kantar","Green",22
2022-08-30,"Kantar","FDP",8
2022-08-30,"Kantar","AfD",12
2022-08-30,"Kantar","Linke",5
2022-08-30,"Kantar","FW",NA
2022-08-30,"Kantar","BSW",NA
2022-08-29,"INSA","SPD",19
2022-08-29,"INSA","Union",27.5
2022-08-29,"INSA","Green",20.5
2022-08-29,"INSA","FDP",8
2022-08-29,"INSA","AfD",13
2022-08-29,"INSA","Linke",5.5
2022-08-29,"INSA","FW",NA
2022-08-29,"INSA","BSW",NA
2022-08-29,"Forsa","SPD",17
2022-08-29,"Forsa","Union",26
2022-08-29,"Forsa","Green",25
2022-08-29,"Forsa","FDP",7
2022-08-29,"Forsa","AfD",11
2022-08-29,"Forsa","Linke",5
2022-08-29,"Forsa","FW",NA
2022-08-29,"Forsa","BSW",NA
2022-08-26,"INSA","SPD",20
2022-08-26,"INSA","Union",28
2022-08-26,"INSA","Green",21
2022-08-26,"INSA","FDP",8
2022-08-26,"INSA","AfD",12
2022-08-26,"INSA","Linke",5
2022-08-26,"INSA","FW",NA
2022-08-26,"INSA","BSW",NA
2022-08-25,"Civey","SPD",19
2022-08-25,"Civey","Union",27
2022-08-25,"Civey","Green",22
2022-08-25,"Civey","FDP",7
2022-08-25,"Civey","AfD",11
2022-08-25,"Civey","Linke",5
2022-08-25,"Civey","FW",NA
2022-08-25,"Civey","BSW",NA
2022-08-23,"Kantar","SPD",19
2022-08-23,"Kantar","Union",26
2022-08-23,"Kantar","Green",23
2022-08-23,"Kantar","FDP",7
2022-08-23,"Kantar","AfD",12
2022-08-23,"Kantar","Linke",5
2022-08-23,"Kantar","FW",NA
2022-08-23,"Kantar","BSW",NA
2022-08-22,"INSA","SPD",18.5
2022-08-22,"INSA","Union",28
2022-08-22,"INSA","Green",21
2022-08-22,"INSA","FDP",7.5
2022-08-22,"INSA","AfD",13
2022-08-22,"INSA","Linke",5.5
2022-08-22,"INSA","FW",NA
2022-08-22,"INSA","BSW",NA
2022-08-22,"Forsa","SPD",18
2022-08-22,"Forsa","Union",26
2022-08-22,"Forsa","Green",25
2022-08-22,"Forsa","FDP",7
2022-08-22,"Forsa","AfD",11
2022-08-22,"Forsa","Linke",4
2022-08-22,"Forsa","FW",NA
2022-08-22,"Forsa","BSW",NA
2022-08-19,"INSA","SPD",19
2022-08-19,"INSA","Union",28
2022-08-19,"INSA","Green",21
2022-08-19,"INSA","FDP",8
2022-08-19,"INSA","AfD",12
2022-08-19,"INSA","Linke",5
2022-08-19,"INSA","FW",NA
2022-08-19,"INSA","BSW",NA
2022-08-18,"Wahlkreisprognose","SPD",18
2022-08-18,"Wahlkreisprognose","Union",25
2022-08-18,"Wahlkreisprognose","Green",26
2022-08-18,"Wahlkreisprognose","FDP",6
2022-08-18,"Wahlkreisprognose","AfD",14
2022-08-18,"Wahlkreisprognose","Linke",3
2022-08-18,"Wahlkreisprognose","FW",NA
2022-08-18,"Wahlkreisprognose","BSW",NA
2022-08-18,"Allensbach","SPD",19.5
2022-08-18,"Allensbach","Union",29
2022-08-18,"Allensbach","Green",21
2022-08-18,"Allensbach","FDP",8
2022-08-18,"Allensbach","AfD",12
2022-08-18,"Allensbach","Linke",5
2022-08-18,"Allensbach","FW",NA
2022-08-18,"Allensbach","BSW",NA
2022-08-17,"Infratest dimap","SPD",18
2022-08-17,"Infratest dimap","Union",28
2022-08-17,"Infratest dimap","Green",23
2022-08-17,"Infratest dimap","FDP",7
2022-08-17,"Infratest dimap","AfD",12
2022-08-17,"Infratest dimap","Linke",4
2022-08-17,"Infratest dimap","FW",NA
2022-08-17,"Infratest dimap","BSW",NA
2022-08-16,"Kantar","SPD",20
2022-08-16,"Kantar","Union",28
2022-08-16,"Kantar","Green",23
2022-08-16,"Kantar","FDP",6
2022-08-16,"Kantar","AfD",12
2022-08-16,"Kantar","Linke",4
2022-08-16,"Kantar","FW",NA
2022-08-16,"Kantar","BSW",NA
2022-08-15,"INSA","SPD",19
2022-08-15,"INSA","Union",28
2022-08-15,"INSA","Green",22
2022-08-15,"INSA","FDP",8
2022-08-15,"INSA","AfD",12
2022-08-15,"INSA","Linke",5
2022-08-15,"INSA","FW",NA
2022-08-15,"INSA","BSW",NA
2022-08-15,"Forsa","SPD",18
2022-08-15,"Forsa","Union",26
2022-08-15,"Forsa","Green",25
2022-08-15,"Forsa","FDP",6
2022-08-15,"Forsa","AfD",11
2022-08-15,"Forsa","Linke",4
2022-08-15,"Forsa","FW",NA
2022-08-15,"Forsa","BSW",NA
2022-08-12,"INSA","SPD",19
2022-08-12,"INSA","Union",27
2022-08-12,"INSA","Green",22
2022-08-12,"INSA","FDP",9
2022-08-12,"INSA","AfD",12
2022-08-12,"INSA","Linke",5
2022-08-12,"INSA","FW",NA
2022-08-12,"INSA","BSW",NA
2022-08-12,"Wahlkreisprognose","SPD",16
2022-08-12,"Wahlkreisprognose","Union",24
2022-08-12,"Wahlkreisprognose","Green",25.5
2022-08-12,"Wahlkreisprognose","FDP",8
2022-08-12,"Wahlkreisprognose","AfD",14.5
2022-08-12,"Wahlkreisprognose","Linke",3.5
2022-08-12,"Wahlkreisprognose","FW",NA
2022-08-12,"Wahlkreisprognose","BSW",NA
2022-08-11,"Forschungsgruppe Wahlen","SPD",19
